,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
158,135.75,13.146949007195484,31.981132674959575,15.00778117834885,11.753116206326936,45.2634559672906,106.0,171.2025782688766,231.0
159,163.25,14.417224270920368,8.1691121646115,15.617394997741677,13.588044202313341,50.62741699796952,106.0,164.76722817764164,228.0
160,187.25,15.440663999700893,11.588550411181407,18.027383895803354,13.822213780527573,55.33452377915607,106.0,168.68891855807743,234.0
161,176.75,15.001502909106808,72.92889769872582,17.803669183353396,12.811175701753786,51.334523779156065,106.0,170.84299858557284,231.0
162,132.25,12.976360421598395,77.56220910857441,14.23074744636202,12.021228904918642,47.21320343559643,106.0,162.24196597353497,238.0
163,162.0,14.361922094451577,45.950608587670715,16.58204110930468,12.631489854870791,48.62741699796952,106.0,163.56327160493828,225.0
164,83.5,10.31094088749354,2.6220834373969755,15.317631212069767,7.386656024769559,39.14213562373095,106.0,155.5568862275449,211.0
165,240.5,17.498974555922032,38.86072088027828,19.451745465229322,16.155948900196396,61.99137802864844,106.0,174.58419958419958,235.0
166,175.75,14.959005648344574,42.00725902678338,16.376089849772974,13.805578255162787,52.45584412271571,106.0,162.33997155049786,228.0
167,246.25,17.706926268865352,-30.29842919130984,19.07026773707023,16.76891840203174,65.40559159102153,106.0,162.88223350253807,229.0
168,190.75,15.5843011764478,40.84994863267044,17.886368577570344,13.686740117360639,52.45584412271572,106.0,162.00131061598952,223.0
169,193.0,15.67594437773643,-55.9863826834077,15.888003670320169,15.56148444469432,52.21320343559643,106.0,166.46243523316062,226.0
170,252.25,17.921346912535476,27.78930210554513,22.52002789549009,14.974563476819357,74.80203820042827,106.0,152.62537165510406,205.0
171,172.25,14.809304898631527,55.43347576958769,16.267884344250938,13.65323661899636,51.99137802864845,106.0,169.74020319303338,233.0
172,26.25,5.781222885281108,-37.90116965268612,7.133848818840609,5.282735465688964,22.363961030678926,106.0,127.61904761904762,172.0
173,360.75,21.431779341977418,40.63315255814389,35.96241642276137,15.867141286337276,122.66904755831214,106.0,164.17186417186417,240.0
174,296.5,19.429758748218564,52.95339566752159,33.5783224261611,13.039982641481414,103.30813485483814,106.0,164.31618887015176,232.0
175,218.0,16.66031874701878,47.42118800797919,18.145284007555404,15.653712041871536,69.94112549695429,106.0,160.47133027522935,237.0
176,160.5,14.295277084757526,58.559230950578694,15.628287494299727,13.513695136574956,55.50609665440987,106.0,175.92679127725856,232.0
177,2.25,1.692568750643269,45.00001609038752,1.632993161855452,1.632993161855452,4.0,106.0,110.44444444444444,116.0
178,124.25,12.577758680835945,42.90342987960662,13.646513531615,11.812672328676497,43.020815280171306,106.0,151.65392354124748,246.0
179,122.0,12.463355264843006,66.92716623057697,15.352221280434033,10.40825677753363,43.26345596729059,107.0,158.4077868852459,224.0
180,180.5,15.159806655254442,38.6223151736392,18.595784476332614,12.717364678331942,56.94112549695428,107.0,165.2562326869806,233.0
181,41.5,7.269074295019226,-9.521993904293971,9.24173618531826,6.8783538915756335,30.17462120245875,106.0,142.3132530120482,195.0
182,183.25,15.274853405932202,19.479167510558153,16.175216763090724,14.556525318690323,56.16295090390226,106.0,160.74079126875853,238.0
183,200.0,15.957691216057308,62.265419018475214,17.961642614917885,14.68492363187381,61.40559159102153,106.0,156.705,236.0
184,221.25,16.784047463965738,47.128853315154316,18.706219895748603,16.33076781371715,80.94112549695427,106.0,163.09830508474576,230.0
185,117.5,12.231338704589191,75.92650005798899,13.304169168603952,11.569461795868886,42.020815280171306,106.0,137.8,179.0
186,2.25,1.692568750643269,45.00001609038752,1.632993161855452,1.632993161855452,4.0,107.0,112.44444444444444,119.0
187,3.75,2.1850968611841584,45.00001609038753,2.309401076758503,2.0132891827388666,5.707106781186548,106.0,109.33333333333333,115.0
188,28.5,6.023896332520351,20.207101684524137,6.893108907978085,6.111735984307491,23.485281374238568,106.0,133.35087719298247,193.0
189,251.0,17.876888032555495,44.67168845511725,19.38956143094882,16.973085432275123,68.698484809835,106.0,161.2898406374502,224.0
190,336.0,20.683531783305643,68.61148764392637,31.905319618363695,16.220808144562287,111.32590180780451,106.0,160.42708333333334,227.0
191,190.75,15.5843011764478,67.38923575493845,19.075340619372266,13.970299983190682,80.35533905932738,106.0,168.95806028833553,241.0
192,153.5,13.980066885278035,31.465375968890356,16.765493950273044,11.916301661285265,52.334523779156065,106.0,161.30781758957656,220.0
193,236.25,17.343668655843324,23.72255899651297,19.78844461292362,15.569992294397839,64.74873734152916,106.0,158.17989417989418,229.0
194,18.75,4.886025119029199,-76.0877973817506,7.345972196610904,3.9228197395294346,18.82842712474619,106.0,118.45333333333333,166.0
195,84.0,10.341765891652821,-66.78342595746084,10.929709062496885,9.851190766893447,33.55634918610404,106.0,158.1220238095238,223.0
